,abstract_text,abstract_url,best_result,image_url
Dr. Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million. (https://en.wikipedia.org/wiki/Dr._Dre)",https://duckduckgo.com/i/3862a395.jpg
Patrick Benguigui,,,https://www.facebook.com/public/Patrick-Benguigui,
Dr. Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million. (https://en.wikipedia.org/wiki/Dr._Dre)",https://duckduckgo.com/i/3862a395.jpg
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,,https://duckduckgo.com/i/3862a395.jpg
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Bruno Beausir,,,,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor. (https://en.wikipedia.org/wiki/Eminem)",https://duckduckgo.com/i/eca98bbd.jpg
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor. (https://en.wikipedia.org/wiki/Eminem)",https://duckduckgo.com/i/eca98bbd.jpg
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler. (https://en.wikipedia.org/wiki/Dwayne_Johnson)",https://duckduckgo.com/i/639d3832.jpg
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor. (https://en.wikipedia.org/wiki/Eminem)",https://duckduckgo.com/i/eca98bbd.jpg
Elie Yaffa,,,https://www.facebook.com/public/Elie-Yaffa,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Gary Grice,,,,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Mathias Crochon,,,,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Patrick Benguigui,,,,
Eminem,"Marshall Bruce Mathers III, known professionally as Eminem, is an American rapper, songwriter, record producer, record executive, and actor.",https://en.wikipedia.org/wiki/Eminem,,https://duckduckgo.com/i/eca98bbd.jpg
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million. (https://en.wikipedia.org/wiki/Dr._Dre)",https://duckduckgo.com/i/3862a395.jpg
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),GZA An American rapper and songwriter. A founding member of the hip hop group the Wu-Tang Clan... (https://duckduckgo.com/GZA?v=i&kp=1),
Bruno Beausir,,,https://www.facebook.com/public/Bruno-Beausir,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),GZA An American rapper and songwriter. A founding member of the hip hop group the Wu-Tang Clan... (https://duckduckgo.com/GZA?v=i&kp=1),
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,Bruno Henrique Lopes Brazilian football forward. (https://duckduckgo.com/Bruno_Henrique_Lopes?v=i&kp=1),
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),GZA An American rapper and songwriter. A founding member of the hip hop group the Wu-Tang Clan... (https://duckduckgo.com/GZA?v=i&kp=1),
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,,https://duckduckgo.com/i/639d3832.jpg
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Elie Yaffa,,,,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Gary Grice,,,,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Mathias Crochon,,,,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Patrick Benguigui,,,,
GZA,,https://en.wikipedia.org/wiki/GZA_(disambiguation),,
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,40/40 Club - The 40/40 Club is a chain of sports bars and lounges owned by Jay-Z. The name is borrowed from the baseball term for the exclusive group of Major League Baseball players who have achieved the rare individual feat of 40 home runs and 40 stolen bases in a single season. (https://duckduckgo.com/?q=40%2F40%20Club&v=i&kp=1),
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S. (https://en.wikipedia.org/wiki/Jay-Z)",https://duckduckgo.com/i/5fbc8a9e.png
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million. (https://en.wikipedia.org/wiki/Dr._Dre)",https://duckduckgo.com/i/3862a395.jpg
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S. (https://en.wikipedia.org/wiki/Jay-Z)",https://duckduckgo.com/i/5fbc8a9e.png
Bruno Beausir,,,https://www.facebook.com/public/Bruno-Beausir,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S. (https://en.wikipedia.org/wiki/Jay-Z)",https://duckduckgo.com/i/5fbc8a9e.png
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,,https://duckduckgo.com/i/5fbc8a9e.png
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,,https://duckduckgo.com/i/5fbc8a9e.png
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,,https://duckduckgo.com/i/639d3832.jpg
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,,https://duckduckgo.com/i/5fbc8a9e.png
Elie Yaffa,,,,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,,https://duckduckgo.com/i/5fbc8a9e.png
Gary Grice,,,,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,,https://duckduckgo.com/i/5fbc8a9e.png
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S. (https://en.wikipedia.org/wiki/Jay-Z)",https://duckduckgo.com/i/5fbc8a9e.png
Mathias Crochon,,,https://en.wikipedia.org/wiki/Rockin%27_Squat,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S. (https://en.wikipedia.org/wiki/Jay-Z)",https://duckduckgo.com/i/5fbc8a9e.png
Patrick Benguigui,,,https://www.facebook.com/public/Patrick-Benguigui,
Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S.",https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter, known professionally as JAY-Z, is an American rapper and businessman. He is one of the best-selling musicians of all time, having sold more than 50 million albums and 75 million singles worldwide, while receiving 21 Grammy Awards for his music. MTV ranked him the ""Greatest MC of all time"" in 2006. Rolling Stone ranked three of his albums—Reasonable Doubt, The Blueprint, and The Black Album—among The 500 Greatest Albums of All Time. In 2018, Forbes estimated his net worth at $900 million, making him the richest hip hop artist in the U.S. (https://en.wikipedia.org/wiki/Jay-Z)",https://duckduckgo.com/i/5fbc8a9e.png
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,40/40 Club - The 40/40 Club is a chain of sports bars and lounges owned by Jay-Z. The name is borrowed from the baseball term for the exclusive group of Major League Baseball players who have achieved the rare individual feat of 40 home runs and 40 stolen bases in a single season. (https://duckduckgo.com/?q=40%2F40%20Club&v=i&kp=1),
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,,https://duckduckgo.com/i/3862a395.jpg
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Bruno Beausir,,,,
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,,
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler. (https://en.wikipedia.org/wiki/Dwayne_Johnson)",https://duckduckgo.com/i/639d3832.jpg
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Elie Yaffa,,,https://www.facebook.com/public/Elie-Yaffa,
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Gary Grice,,,https://en.wikipedia.org/wiki/GZA,
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),,
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Mathias Crochon,,,,
